id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
21879	8517	Nearly 6,000 people have been killed -- most of them rebels -- and there have been around 140 suicide blasts, the worst killed nearly 80 people a month ago in the north -- which has seen less of the unrest than the south and east.	6000.0	people	6000.0	person	2	3	21176	57000.0	person	0.175439 * 57000.000000 person (number of employees at Google)	25675	one sixth the number of employees at google	1
21879	8517	Nearly 6,000 people have been killed -- most of them rebels -- and there have been around 140 suicide blasts, the worst killed nearly 80 people a month ago in the north -- which has seen less of the unrest than the south and east.	6000.0	people	6000.0	person	2	3	21162	7013.69863	person	1.425781 * 1.000000 day (a day) * 2560000.000000 person per year (death rate in the US)	29412	the amount of US deaths in a day.	1
21879	8517	Nearly 6,000 people have been killed -- most of them rebels -- and there have been around 140 suicide blasts, the worst killed nearly 80 people a month ago in the north -- which has seen less of the unrest than the south and east.	6000.0	people	6000.0	person	2	3	21174	49095.890411	person	0.203683 * 1.000000 week (a week) * 2560000.000000 person per year (death rate in the US)	35119	1/5th the number of people that die in the US in one week	0
25004	51851	Nations pay annual premiums from US$200,000 to US$2 million (euro150,000 to euro1.5 million), and in return are eligible for disaster payouts of US$10 million to US$50 million (euro7.4 million to euro37 million).	10000000.0	US$	10000000.0	money	30	32	22713	1483219.178082	money	6.742092 * 183000.000000 person (number of employees in the oil industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	31835	7 times the cost of employing every person working for the oil industry for one hour	0
25004	51851	Nations pay annual premiums from US$200,000 to US$2 million (euro150,000 to euro1.5 million), and in return are eligible for disaster payouts of US$10 million to US$50 million (euro7.4 million to euro37 million).	10000000.0	US$	10000000.0	money	30	32	22659	6619101.978691	money	1.510779 * 49000000.000000 person (number of employees on Medicare) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	39659	what it costs to employ all the people on Medicare every 2 minutes. 	0
25004	51851	Nations pay annual premiums from US$200,000 to US$2 million (euro150,000 to euro1.5 million), and in return are eligible for disaster payouts of US$10 million to US$50 million (euro7.4 million to euro37 million).	10000000.0	US$	10000000.0	money	30	32	22660	6419178.082192	money	1.557832 * 99000.000000 person (number of employees at Microsoft) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	33631	twice the cost of the number of employees at Microsoft over a workday.	0
23140	25597	Ten days later, another bomber hit a restaurant, killing 13 people, many of them police officers.	13.0	people	13.0	person	12	13	21072	4.870624	person	2.053125 * 1.000000 minute (a minute) * 2560000.000000 person per year (death rate in the US)	36474	twice the number of people who die each minute in the US.	0
23140	25597	Ten days later, another bomber hit a restaurant, killing 13 people, many of them police officers.	13.0	people	13.0	person	12	13	21073	2.54	person	3.937008 * 2.540000 person (average household size)	39389	4 times the average household.	1
23140	25597	Ten days later, another bomber hit a restaurant, killing 13 people, many of them police officers.	13.0	people	13.0	person	12	13	21070	10.521309	person	0.950452 * 1.000000 minute (a minute) * 5530000.000000 person per year (global death rate)	39782	the number of people who die in one minute	0
23807	42779	An auditor's report issued with the financial statements said iTV was trying to find sources of funding, noting that the company will be liable to pay 2.21 billion baht (US$65.2 million; euro49.5 million) as of March 6.	65200000.0	US$	65200000.0	money	33	35	22851	153476712.328767	money	0.651565 * 789000.000000 person (number of employees in the mining industry) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	14388	half the cost of to employ all mining employees for a day.	0
23807	42779	An auditor's report issued with the financial statements said iTV was trying to find sources of funding, noting that the company will be liable to pay 2.21 billion baht (US$65.2 million; euro49.5 million) as of March 6.	65200000.0	US$	65200000.0	money	33	35	22903	21493194.025875	money	4.652636 * 837422.000000 person (population of San Francisco) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	27799	5 times the cost of wages for all San Franciscans for a time period equal to a football game.	0
21779	18135	Because there was no custom of eating olives among Afghans, almost the entire crop, 2,600 tons a year, was shipped to Russia in the late 1970s, along with 7,000 tons of oranges, according to an engineer named Hakim who now leads the Nangarhar Valley Development Authority, which has responsibility for the farms.	7000.0	ton	6350295.0	weight	33	34	24262	1095314.310833	weight	9.129799 * 26960000.000000 person (population of Texas) * 30.000000 minute (time taken for lunch) * 4.300000 pound per person per day (trash generated in the US)	41670	9 times the trash generated by the population during a lunch break.	0
21779	18135	Because there was no custom of eating olives among Afghans, almost the entire crop, 2,600 tons a year, was shipped to Russia in the late 1970s, along with 7,000 tons of oranges, according to an engineer named Hakim who now leads the Nangarhar Valley Development Authority, which has responsibility for the farms.	7000.0	ton	6350295.0	weight	33	34	24225	43429049.915	weight	0.230261 * 22270000.000000 person (number of employees in the education industry) * 1.000000 day (a day) * 4.300000 pound per person per day (trash generated in the US)	33406	twenty five percent of the amount of trash generated in the US per day by the employees in the education industry	1
25492	40638	Natural gas futures rose 7 cents to US$9.87 per 1,000 cubic feet.	9.87	US$	9.87	money	8	9	22050	10.293379	money	0.971498 * 2.540000 person (average household size) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	13666	the cost to employ the people in the average household for one lunch period.	0
25492	40638	Natural gas futures rose 7 cents to US$9.87 per 1,000 cubic feet.	9.87	US$	9.87	money	8	9	22078	64.840183	money	0.154225 * 1.000000 person (a person) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	21125	1/6 the cost to employ a person for a work day.	1
29611	58175	In the latest fracas, Environment Minister Ichiro Kamoshita acknowledged an organization managing his political funds borrowed 12 million yen from him by 1997, but reported borrowing only 10 million (US$86,200; euro63,475).	86200.0	US$	86200.0	money	33	34	22416	625714.285714	money	0.159817 * 150.000000 year (average lifetime for a tree) * 80.000000 USD per week (average cost of food)	13547	1/6 the cost of food over the lifetime of a tree.	0
29611	58175	In the latest fracas, Environment Minister Ichiro Kamoshita acknowledged an organization managing his political funds borrowed 12 million yen from him by 1997, but reported borrowing only 10 million (US$86,200; euro63,475).	86200.0	US$	86200.0	money	33	34	22383	65391.324201	money	1.529255 * 16136.000000 person (population of Stanford) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	20237	2 times the cost to employ everyone at Stanford for the time it takes for a lunch break.	0
29611	58175	In the latest fracas, Environment Minister Ichiro Kamoshita acknowledged an organization managing his political funds borrowed 12 million yen from him by 1997, but reported borrowing only 10 million (US$86,200; euro63,475).	86200.0	US$	86200.0	money	33	34	22414	16685.714286	money	5.993151 * 4.000000 year (time taken to graduate college) * 80.000000 USD per week (average cost of food)	40894	6 times the cost of food during time taken to graduate college)	0
24697	46046	Abbas said he won France's full support for the Palestinian Authority and euro15 million (US$20 million) in aid.	20000000.0	US$	20000000.0	money	17	19	22675	4100100.0	money	2.438965 * 79.000000 year (average lifetime for a person) * 51900.000000 USD per year (median income)	33696	two times the median income over the average lifetime for aperson. 	1
24697	46046	Abbas said he won France's full support for the Palestinian Authority and euro15 million (US$20 million) in aid.	20000000.0	US$	20000000.0	money	17	19	22680	3641856.925419	money	2.745852 * 26960000.000000 person (population of Texas) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	37061	three times the cost of the population of Texas to work one minute.	0
29086	70059	In central Pahang state, 662 people have been evacuated to flood relief centres, two landslides were reported and two roads were under up to a metre (three feet) of water.	662.0	people	662.0	person	6	7	21135	315.639269	person	3.168174 * 30.000000 minute (time taken for lunch) * 5530000.000000 person per year (global death rate)	22804	3 times the number of people who die worldwide during a lunch period.	0
29086	70059	In central Pahang state, 662 people have been evacuated to flood relief centres, two landslides were reported and two roads were under up to a metre (three feet) of water.	662.0	people	662.0	person	6	7	21128	631.278539	person	1.584087 * 1.000000 hour (an hour) * 5530000.000000 person per year (global death rate)	22965	two times the global death rate in an hour. 	1
29086	70059	In central Pahang state, 662 people have been evacuated to flood relief centres, two landslides were reported and two roads were under up to a metre (three feet) of water.	662.0	people	662.0	person	6	7	21133	2337.899543	person	0.427734 * 8.000000 hour (time taken for a work day) * 2560000.000000 person per year (death rate in the US)	41022	one half the US death rate in the time taken for a work day	0
29086	70059	In central Pahang state, 662 people have been evacuated to flood relief centres, two landslides were reported and two roads were under up to a metre (three feet) of water.	662.0	people	662.0	person	6	7	21138	292.237443	person	3.421875 * 1.000000 hour (an hour) * 2560000.000000 person per year (death rate in the US)	23557	the number of U.S. deaths in three hours.	1
23987	24090	The Zasyadko mine employs some 10,000 people and produces up to 10,000 tonnes of coal every day.	10000.0	people	10000.0	person	6	7	21167	17000.0	person	0.588235 * 17000.000000 person (number of employees at McKinsey)	16450	half of the number of employees at McKinsey.	0
23987	24090	The Zasyadko mine employs some 10,000 people and produces up to 10,000 tonnes of coal every day.	10000.0	people	10000.0	person	6	7	21180	99000.0	person	0.101010 * 99000.000000 person (number of employees at Microsoft)	45259	one tenth the number of employees at Microsoft	1
23987	24090	The Zasyadko mine employs some 10,000 people and produces up to 10,000 tonnes of coal every day.	10000.0	people	10000.0	person	6	7	21166	16136.0	person	0.619732 * 16136.000000 person (population of Stanford)	37142	half of the population of Stanford	1
25056	39526	Although not a major oil and gas producing country like Kuwait and Qatar, East Timor's offshore hydrocarbon resources earn it US$100 million (euro65 million) to US$200 million (euro130 million) a month.	100000000.0	US$	100000000.0	money	23	25	22918	598420852.359209	money	0.167106 * 4430000000.000000 person (population of Asia) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	41092	1/6 the cost of all employees in Asia in a minute.	0
25056	39526	Although not a major oil and gas producing country like Kuwait and Qatar, East Timor's offshore hydrocarbon resources earn it US$100 million (euro65 million) to US$200 million (euro130 million) a month.	100000000.0	US$	100000000.0	money	23	25	22844	134802739.726027	money	0.741825 * 99000.000000 person (number of employees at Microsoft) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	42228	the cost of an employee at Microsoft for  aweek	0
27754	20473	At 5,000 gun shows in 32 states, people can buy guns without undergoing a background check or being asked for identification, according to Stop Handgun Violence.	5000.0	gun	5000.0	gun	2	3	20600	96900.0	gun	0.103199 * 57000.000000 person (number of employees at Google) * 1.700000 gun per person (gun ownership)	25449	1/10th of the number of guns owned by the staff of Google	0
29854	27508	"""A global answer requires the presence of all regions in the world, representing the voice of the rich, the emerging and the poorest,"" he said, noting that 1.4 billion people live in extreme poverty on less than 1.25 dollars a day."	1400000000.0	people	1400000000.0	person	34	36	21353	7400000000.0	person	0.135135 * 7400000000.000000 person (population of the world)	27155	1/7 the population of the world.	1
29854	27508	"""A global answer requires the presence of all regions in the world, representing the voice of the rich, the emerging and the poorest,"" he said, noting that 1.4 billion people live in extreme poverty on less than 1.25 dollars a day."	1400000000.0	people	1400000000.0	person	34	36	21350	4430000000.0	person	0.225734 * 4430000000.000000 person (population of Asia)	33437	1/4 of the population of Asia	1
26632	19728	Apparent toxic waste killed 20 tons of fish in river in eastern Serbia	20.0	ton	18143.7	weight	5	6	23645	16702.372901	weight	0.598717 * 7400000000.000000 person (population of the world) * 100.000000 millisecond (time taken to blink) * 4.300000 pound per person per day (trash generated in the US)	33304	half the trash generated in the US by the population of the world during the time it takes to blink.	0
26632	19728	Apparent toxic waste killed 20 tons of fish in river in eastern Serbia	20.0	ton	18143.7	weight	5	6	23669	2721.09	weight	3.674998 * 6000.000000 pound (weight of an elephant)	35008	4 times the weight of an elephant.	1
27790	54562	SEA has set aside euro1 billion (US$1.49 billion) for infrastructure improvements 2007-12, most of which would benefit Alitalia.	1490000000.0	US$	1490000000.0	money	8	10	23071	397146118.721461	money	2.517965 * 49000000.000000 person (number of employees on Medicare) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	43161	3 times the employee cost during a basketball game by all the Medicare employees.	0
27790	54562	SEA has set aside euro1 billion (US$1.49 billion) for infrastructure improvements 2007-12, most of which would benefit Alitalia.	1490000000.0	US$	1490000000.0	money	8	10	23083	3177168949.77169	money	0.314746 * 49000000.000000 person (number of employees on Medicare) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	16452	1/3 of the cost of paying Medicare employees for 8 hours of work.	0
27790	54562	SEA has set aside euro1 billion (US$1.49 billion) for infrastructure improvements 2007-12, most of which would benefit Alitalia.	1490000000.0	US$	1490000000.0	money	8	10	23097	243150684.931507	money	4.112676 * 60000000.000000 person (people killed during world war II) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	24238	four times the cost of the number of employees equal to the people killed during world war II during the time taken for lunch.	0
24217	43871	India has long been famous for its tea, and the US$1.5 billion (euro1.06 billion) industry launched by British colonials nearly two centuries ago is, after China, the world's second largest.	1500000000.0	US$	1500000000.0	money	12	14	23096	4052511415.52512	money	0.246761 * 500000000.000000 person (people killed during Iraq war) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	41921	1/4th of the cost to employ the number of employees in the manufacturing industry for an hour.	0
24217	43871	India has long been famous for its tea, and the US$1.5 billion (euro1.06 billion) industry launched by British colonials nearly two centuries ago is, after China, the world's second largest.	1500000000.0	US$	1500000000.0	money	12	14	23057	1930000000.0	money	0.518135 * 1930000000.000000 USD (the construction cost of Trump Taj Mahal in Atlantic City)	17402	half the construction cost of the Trump Taj Mahal.	1
24217	43871	India has long been famous for its tea, and the US$1.5 billion (euro1.06 billion) industry launched by British colonials nearly two centuries ago is, after China, the world's second largest.	1500000000.0	US$	1500000000.0	money	12	14	23049	598420852.359209	money	1.671065 * 4430000000.000000 person (population of Asia) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	31851	twice the cost to employ the population of Asia in a minute.	0
29329	40863	"Campaigning for Rubio in Tampa, former presidential candidate Mitt Romney told a crowd of about 200 people that he expects Crist to ""do the right thing."""	200.0	people	200.0	person	17	18	21092	72.0	person	1.388889 * 72.000000 person (average number of employees in a grocery store)	32005	the average number of employees at one grocery store. 	1
29329	40863	"Campaigning for Rubio in Tampa, former presidential candidate Mitt Romney told a crowd of about 200 people that he expects Crist to ""do the right thing."""	200.0	people	200.0	person	17	18	21104	631.278539	person	0.158409 * 1.000000 hour (an hour) * 5530000.000000 person per year (global death rate)	25438	1/6th the number of people who die on Earth in an hour's time.	0
21809	13851	Exploration projects led by ExxonMobil Corp. of the U.S. and Austria's OMV AG will spend 1.2 billion New Zealand dollars (US$934 million; euro683 million) looking for new energy fields in the Great South Basin offshore New Zealand, a government official said Wednesday.	934000000.0	US$	934000000.0	money	23	25	23094	249180821.917808	money	4.013150 * 183000.000000 person (number of employees in the oil industry) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	15786	4 times the cost to pay the employees of American oil industry for a week.	0
21809	13851	Exploration projects led by ExxonMobil Corp. of the U.S. and Austria's OMV AG will spend 1.2 billion New Zealand dollars (US$934 million; euro683 million) looking for new energy fields in the Great South Basin offshore New Zealand, a government official said Wednesday.	934000000.0	US$	934000000.0	money	23	25	23102	218511415.525114	money	4.576420 * 26960000.000000 person (population of Texas) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	16771	five times the cost of employing the population of Texas each hour.	0
21809	13851	Exploration projects led by ExxonMobil Corp. of the U.S. and Austria's OMV AG will spend 1.2 billion New Zealand dollars (US$934 million; euro683 million) looking for new energy fields in the Great South Basin offshore New Zealand, a government official said Wednesday.	934000000.0	US$	934000000.0	money	23	25	23028	1023826484.01827	money	0.976728 * 15790000.000000 person (number of employees in the retail industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	35335	equal to the cost of all employees in the retail industry per work day.	1
23601	32397	Ford is in the midst of a US$1 billion expansion in China and is building new assembly and engine plants in the eastern city of Nanjing, west of Shanghai.	1000000000.0	US$	1000000000.0	money	8	10	23115	162895786.30137	money	6.138894 * 837422.000000 person (population of San Francisco) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	18630	six times the cost of the number of employees equal to the population of San Francisco in a day	0
23601	32397	Ford is in the midst of a US$1 billion expansion in China and is building new assembly and engine plants in the eastern city of Nanjing, west of Shanghai.	1000000000.0	US$	1000000000.0	money	8	10	23117	162019406.392694	money	6.172100 * 19990000.000000 person (number of employees in the services industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	26510	6 times the hourly cost of employees in the American services industry.	1
27687	69705	Over the past 20 years, the energy industry has pumped more than $500 million into the coffers of candidates and party committees, $334 million in the past decade, with three-fourths of it going to Republicans.	500000000.0	$	500000000.0	money	14	16	23080	322579908.675799	money	3.100007 * 39800000.000000 person (number of people in poverty) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	23985	triple the cost of employing everyone living below the poverty line over the course of a basketball game	0
27687	69705	Over the past 20 years, the energy industry has pumped more than $500 million into the coffers of candidates and party committees, $334 million in the past decade, with three-fourths of it going to Republicans.	500000000.0	$	500000000.0	money	14	16	23068	405264649.923897	money	2.467523 * 15790000.000000 person (number of employees in the retail industry) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	18365	double what it would cost in wages for all retail industry workers for the length of a football game.	0
27687	69705	Over the past 20 years, the energy industry has pumped more than $500 million into the coffers of candidates and party committees, $334 million in the past decade, with three-fourths of it going to Republicans.	500000000.0	$	500000000.0	money	14	16	23116	162019406.392694	money	6.172100 * 19990000.000000 person (number of employees in the services industry) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	19727	6 times the cost of paying a service employee during the time of a basketball game.	0
25972	57181	"Yet only 3 percent of the alpine country's 8.2 million people will turn out to see him, and 40 percent plan to ""completely ignore"" him, according to a survey for the magazine News."	8200000.0	people	8200000.0	person	10	12	21288	49000000.0	person	0.204082 * 49000000.000000 person (number of employees on Medicare)	34681	1/5th the number of employees on Medicare.	0
25972	57181	"Yet only 3 percent of the alpine country's 8.2 million people will turn out to see him, and 40 percent plan to ""completely ignore"" him, according to a survey for the magazine News."	8200000.0	people	8200000.0	person	10	12	21283	26960000.0	person	0.370920 * 26960000.000000 person (population of Texas)	14692	a third of the population of texas	1
25972	57181	"Yet only 3 percent of the alpine country's 8.2 million people will turn out to see him, and 40 percent plan to ""completely ignore"" him, according to a survey for the magazine News."	8200000.0	people	8200000.0	person	10	12	21279	19990000.0	person	0.500250 * 19990000.000000 person (number of employees in the services industry)	43895	1/2 the number of people working in the service industry.	1
23968	60960	The maximum penalty for bringing it into Australia illegally is a fine of 110,000 Australian dollars (US$86,000; euro65,000) and five years in prison.	86000.0	US$	86000.0	money	18	19	22421	14005.479452	money	7.140063 * 72.000000 person (average number of employees in a grocery store) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	34302	seven times the cost of the average number of employees in a grocery store in one day	1
24234	30233	Pitcairn Islands: Three of these islands, roughly halfway between Peru and New Zealand, are devoid of people; the fourth, Pitcairn itself, has 50 people living on it.	50.0	people	50.0	person	29	30	21099	315.639269	person	0.316817 * 30.000000 minute (time taken for lunch) * 5530000.000000 person per year (global death rate)	16644	one third the global death rate in the time taken for lunch. 	1
24234	30233	Pitcairn Islands: Three of these islands, roughly halfway between Peru and New Zealand, are devoid of people; the fourth, Pitcairn itself, has 50 people living on it.	50.0	people	50.0	person	29	30	21093	146.118721	person	0.684375 * 30.000000 minute (time taken for lunch) * 2560000.000000 person per year (death rate in the US)	13750	the average number of people that die in the US during a half hour lunch	1
24157	39874	The three companies will together invest about 40 billion rupees (US$900 million, euro685 million) to build the plant near the southern Indian city of Chennai, said Pawan Goenka, president of the automotive division at Mahindra &amp; Mahindra.	900000000.0	US$	900000000.0	money	12	14	23031	1140270504.10959	money	0.876985 * 837422.000000 person (population of San Francisco) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	19800	the cost of all employees in San Francisco for one week.	1
24157	39874	The three companies will together invest about 40 billion rupees (US$900 million, euro685 million) to build the plant near the southern Indian city of Chennai, said Pawan Goenka, president of the automotive division at Mahindra &amp; Mahindra.	900000000.0	US$	900000000.0	money	12	14	23026	995837138.508372	money	1.004180 * 38800000.000000 person (population of California) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	14664	what it would cost to pay the population of California a full year's salary for each minute of a football game.	0
25413	6428	In the southern city of Toulouse, about 20 cars were torched and a blaze was started in a library.	20.0	car	20.0	car	9	10	21475	34.029855	car	0.293860 * 1140000.000000 USD (average cost of a house in the Bay Area) * 0.000030 car per USD (cost of a new car)	19672	one third of the cost of a new car and the average cost of a house in the Bay Area	0
25413	6428	In the southern city of Toulouse, about 20 cars were torched and a blaze was started in a library.	20.0	car	20.0	car	9	10	21473	5.638807	car	1.773425 * 188900.000000 USD (average  cost of a house in the US) * 0.000030 car per USD (cost of a new car)	22178	two times the cost of a new car and the cost of a house in the US.	0
26925	2395	The company, in a December financial report, estimated that two horizontal wells are producing roughly 4.6 million cubic feet (0.13 million cubic meters) of gas per day.	130000.0	cu-meter	130000000.0	volume	23	26	24566	736700000.0	volume	0.135740 * 8.000000 hour (time taken for a work day) * 13900000.000000 barrel per day   (oil produced by the US)	39003	1/7th the amount of oil produced by the US in a given work day.	0
26213	47072	"""The only way for companies to survive is if they make more than 5.5 million cars per year,"" he added."	5500000.0	car	5500000.0	car	15	17	21506	31000000.0	car	0.322581 * 31000000.000000 car (number of cars registered in California)	15244	a third of the total number of cars that are currently registered in the state of California	1
26213	47072	"""The only way for companies to survive is if they make more than 5.5 million cars per year,"" he added."	5500000.0	car	5500000.0	car	15	17	21508	56716425.0	car	0.176316 * 1900000000000.000000 USD (the GDP of California) * 0.000030 car per USD (cost of a new car)	39382	one sixth the cost of a new car times the GDP of California	0
29608	11120	The exchange said that it continues to review its capital position as it revealed it had completed 137 million pounds (US$278.2 million; euro203.6 million) of its 250 million pound (US$507.9 million; euro371.7 million) share repurchase program.	507900000.0	US$	507900000.0	money	36	38	23127	127978310.502283	money	7.813824 * 15790000.000000 person (number of employees in the retail industry) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	17515	8 times the cost of an employee for the duration of a basketball game times the number of employees in the retail industry.	0
29608	11120	The exchange said that it continues to review its capital position as it revealed it had completed 137 million pounds (US$278.2 million; euro203.6 million) of its 250 million pound (US$507.9 million; euro371.7 million) share repurchase program.	507900000.0	US$	507900000.0	money	36	38	23066	421461187.214612	money	2.372698 * 6500000.000000 person (number of employees in the construction industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	41699	2 times the cost of an employee during a work day by the number of employees in the construction industry.	0
29608	11120	The exchange said that it continues to review its capital position as it revealed it had completed 137 million pounds (US$278.2 million; euro203.6 million) of its 250 million pound (US$507.9 million; euro371.7 million) share repurchase program.	507900000.0	US$	507900000.0	money	36	38	23080	322579908.675799	money	3.100007 * 39800000.000000 person (number of people in poverty) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	23965	3 times the cost of employing all the people in poverty for the duration of a basketball game	0
26526	35370	"Crude prices rose ""following the stronger than expected US GDP figures and a sharper-than-forecast 5.3 million barrel slide in US crude oil inventories,"" the Commonwealth Bank of Australia (CBA) said in a report."	5300000.0	barrel	842700000.0	volume	16	18	24435	530000000.0	volume	1.886792 * 1.000000 hour (an hour) * 80000000.000000 barrel per day   (oil produced by the world)	36320	twice as much oil as is produced worldwide in one hour	1
22724	5265	The families' attorneys are trying to get the $8 million from banks across the United States that hold $60 million (euro40.46 million) in Sudanese assets.	60000000.0	$	60000000.0	money	21	23	22887	314474885.844749	money	0.317990 * 38800000.000000 person (population of California) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	34248	the total cost to employ a population the size of California for three hours.	1
22724	5265	The families' attorneys are trying to get the $8 million from banks across the United States that hold $60 million (euro40.46 million) in Sudanese assets.	60000000.0	$	60000000.0	money	21	23	22841	127978310.502283	money	0.781382 * 15790000.000000 person (number of employees in the retail industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	24751	the hourly cost of employing all those in the retail industry.	1
28078	6202	Kaka agreed to a six-year contract with Madrid and will team up with Cristiano Ronaldo, the world player of the year who Madrid acquired for a transfer record 80 million pounds (euro94 million; $131 million).	131000000.0	$	131000000.0	money	37	39	22843	77613698.630137	money	1.288432 * 57000.000000 person (number of employees at Google) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	31088	the cost of employing all the employees at Google for a week.	1
28078	6202	Kaka agreed to a six-year contract with Madrid and will team up with Cristiano Ronaldo, the world player of the year who Madrid acquired for a transfer record 80 million pounds (euro94 million; $131 million).	131000000.0	$	131000000.0	money	37	39	22850	66169406.392694	money	1.511272 * 8164000.000000 person (number of employees in the financial industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	32099	twice the cost of  the number of employees in the financial industry for one hour	0
28078	6202	Kaka agreed to a six-year contract with Madrid and will team up with Cristiano Ronaldo, the world player of the year who Madrid acquired for a transfer record 80 million pounds (euro94 million; $131 million).	131000000.0	$	131000000.0	money	37	39	22921	14246860.0	money	7.019091 * 2.540000 person (average household size) * 79.000000 year (average lifetime for a person) * 71000.000000 USD per year per person (cost of an employee)	39517	7 times the cost to employ the average household size during a average persons lifetime. 	0
28078	6202	Kaka agreed to a six-year contract with Madrid and will team up with Cristiano Ronaldo, the world player of the year who Madrid acquired for a transfer record 80 million pounds (euro94 million; $131 million).	131000000.0	$	131000000.0	money	37	39	22927	11087671.232877	money	9.019026 * 57000.000000 person (number of employees at Google) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	35389	what it costs to employ everyone at Google for nine days.	0
28233	31448	The euro bought US$1.3563 in morning European trading, compared with US$1.3573 in New York late Monday.	1.3563	US$	1.3563	money	4	5	22027	0.098744	money	10.127168 * 1.000000 minute (a minute) * 51900.000000 USD per year (median income)	44921	ten times the median income in the US per minute. 	1
28233	31448	The euro bought US$1.3563 in morning European trading, compared with US$1.3573 in New York late Monday.	1.3563	US$	1.3563	money	4	5	22007	0.47619	money	2.100000 * 60.000000 minute (time taken for a basketball game) * 80.000000 USD per week (average cost of food)	17542	twice the average cost of food for a basketball game.	0
27934	36580	Northern Rock shares plunged to 65 pence (euro0.91; US$1.33) by midmorning, following a 20 percent drop on Monday.	1.33	US$	1.33	money	12	13	22015	3.809524	money	0.262500 * 8.000000 hour (time taken for a work day) * 80.000000 USD per week (average cost of food)	17548	one quarter the cost of food for a work day	1
27934	36580	Northern Rock shares plunged to 65 pence (euro0.91; US$1.33) by midmorning, following a 20 percent drop on Monday.	1.33	US$	1.33	money	12	13	22027	0.098744	money	10.127168 * 1.000000 minute (a minute) * 51900.000000 USD per year (median income)	44926	ten times the median income per minute.	0
29619	58175	In the latest fracas, Environment Minister Ichiro Kamoshita acknowledged an organization managing his political funds borrowed 12 million yen from him by 1997, but reported borrowing only 10 million (US$86,200; euro63,475).	86200.0	US$	86200.0	money	33	34	22398	33500.0	money	2.985075 * 1.000000 car (a car) * 33500.000000 USD per car (cost of a new car)	42563	three times the cost of a new car.	1
29363	71917	The program will end this year after 29 years and 134 missions, so if watching a launching has been on your to-do list, start planning now.	29.0	year	15242400.0	time	8	9	21927	78840000.0	time	0.126839 * 150.000000 year (average lifetime for a tree)	29025	1/8 the lifetime of a tree.	1
29363	71917	The program will end this year after 29 years and 134 missions, so if watching a launching has been on your to-do list, start planning now.	29.0	year	15242400.0	time	8	9	21926	2102400.0	time	4.756469 * 4.000000 year (time taken to graduate college)	42317	5 times the the taken to graduate from college	0
29363	71917	The program will end this year after 29 years and 134 missions, so if watching a launching has been on your to-do list, start planning now.	29.0	year	15242400.0	time	8	9	21925	41522400.0	time	0.240834 * 79.000000 year (average lifetime for a person)	22966	1/4 the average lifetime for a person. 	0
